Sludinājumidatums_2,Ist.,m2,Stāvs,Stavs,Sērija,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Iela full,Rajons,Merged,Year
Продаю уютную квартиру в Межапарке рядом с Mežaparka Rezidences.,2,42,2/2,2,Staļina,"65,000",1547.619048,Stendera,17a,Mežaparks Stendera 17a,Mežaparks,"Latvia, Riga, Mežaparks Stendera 17a",2019
"Dzerot rīta kafiju vēro kā mostas pilsēta, dzīvoklis paliks atmi",2,59,3/5,3,P. kara,"160,000",2711.864407,Grēcinieku,30,Vecrīga Grēcinieku 30,Vecrīga,"Latvia, Riga, Vecrīga Grēcinieku 30",2019
"Продаю двух комнатную квартиру, сделан капитальный ремонт, не уг",2,43,5/5,5,Hrušč.,"39,000",906.9767442,Prūšu,20,Ķengarags Prūšu 20,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 20",2019
Pārdod gaišu saulainu 2 istabu dzīvokli Mežciemā. Pārremontēts.,2,52,6/9,6,602.,"53,500",1028.846154,Eizenšteina,39,Mežciems Eizenšteina 39,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 39",2019
"Предлагается хорошая квартира, удобный - 4ый этаж, комнаты изоли",2,51,4/9,4,602.,"53,900",1056.862745,J. Vācieša,4,Pļavnieki J. Vācieša 4,Pļavnieki,"Latvia, Riga, Pļavnieki J. Vācieša 4",2019
Remontējams divistabu dzīvoklis ar balkonu labā vietā Ķengaragā,2,48,2/5,2,Hrušč.,"39,900",831.25,Maskavas,258,Ķengarags Maskavas 258,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 258",2019
"Продается 2х комнатная квартира, светлая, не угловая, солнечная,",2,51,5/9,5,602.,"61,000",1196.078431,Rudens,8,Pļavnieki Rudens 8,Pļavnieki,"Latvia, Riga, Pļavnieki Rudens 8",2019
Продается. Освобождена. Не угловая. Отремонтирована-замен ена са,2,52,5/9,5,602.,"64,500",1240.384615,Ozolciema,56,Ziepniekkalns Ozolciema 56,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 56",2019
"Продается 2-комнатная квартира в кирпичном доме 40, 62m2, теплая",2,41,1/5,1,Hrušč.,"31,000",756.097561,Limbažu,9,Sarkandaugava Limbažu 9,Sarkandaugava,"Latvia, Riga, Sarkandaugava Limbažu 9",2019
"Очень светлая и теплая, не угловая 2-х комнатная квартира, крепк",2,49,5/5,5,Specpr.,"31,000",632.6530612,Lielupes,1/13,Bolderāja Lielupes 1/13,Bolderāja,"Latvia, Riga, Bolderāja Lielupes 1/13",2019
"Продаю 2 комнатную квартиру. Неугловая, солнечная, сухая, теплая",2,55,5/7,5,Specpr.,"68,000",1236.363636,Ūbeles,7,Dārzciems Ūbeles 7,Dārzciems,"Latvia, Riga, Dārzciems Ūbeles 7",2019
Jaunais projekts Imantas Ozoli piedāvā iegādāties vienas guļamis,2,47,9/9,9,Jaun.,"76,999",1638.276596,Jūrmalas g.,82,Imanta Jūrmalas g. 82,Imanta,"Latvia, Riga, Imanta Jūrmalas g. 82",2019
Jaunajā projektā Akācijas tiek pārdots mēbelēts dzīvoklis. J,2,45,3/9,3,Jaun.,"95,500",2122.222222,Jūrmalas g.,92,Imanta Jūrmalas g. 92,Imanta,"Latvia, Riga, Imanta Jūrmalas g. 92",2019
Jaunajā projektā Akācijas tiek piedāvāts vienas guļamistabas dzī,2,45,6/9,6,Jaun.,"78,369",1741.533333,Akāciju,2D,Imanta Akāciju 2D,Imanta,"Latvia, Riga, Imanta Akāciju 2D",2019
Vienas guļamistabas dzīvoklis /M izmērs/ jaunajā projektā Akācij,2,51,4/9,4,Jaun.,"85,345",1673.431373,Akāciju,2D,Imanta Akāciju 2D,Imanta,"Latvia, Riga, Imanta Akāciju 2D",2019
Продается 2 комнатная квартира в Риге улица Крустпилс. Квартир,2,37,3/3,3,Hrušč.,"33,000",891.8918919,Maskavas,400,Maskavas priekšpilsēta Maskavas 400,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Maskavas 400",2019
Īpašnieks pārdod mājīgu un ļoti siltu 2 - istabu dzīvokli tuvējā,2,42,3/5,3,Hrušč.,"52,100",1240.47619,Vaidavas,8,Purvciems Vaidavas 8,Purvciems,"Latvia, Riga, Purvciems Vaidavas 8",2019
"Īpašnieks pārdod divistabu dzīvokli piecstāvu nama beletāžā, ist",2,54,1/5,1,P. kara,"61,150",1132.407407,Valguma,17,Klīversala Valguma 17,Klīversala,"Latvia, Riga, Klīversala Valguma 17",2019
"Lielisks, plašs, pilnībā apmēbelēts dzīvoklis jaunajā projektā „",2,74,2/3,2,Jaun.,"95,000",1283.783784,Gramzdas,80,Zolitūde Gramzdas 80,Zolitūde,"Latvia, Riga, Zolitūde Gramzdas 80",2019
Īpašnieks pārdod 2 istabu dzīvokli Kuldīgas ielā 32. Dzīvoklis a,2,51,4/4,4,Renov.,"66,000",1294.117647,Kuldīgas,32,Āgenskalns Kuldīgas 32,Āgenskalns,"Latvia, Riga, Āgenskalns Kuldīgas 32",2019
"Saulains un silts dzīvoklis, attistita infrastruktura(tuvuma vei",2,49,4/9,4,Specpr.,"38,000",775.5102041,Viestura pr.,41,Sarkandaugava Viestura pr. 41,Sarkandaugava,"Latvia, Riga, Sarkandaugava Viestura pr. 41",2019
"Продается квартира, полуподвал, отдельный вход, есть кладовая, с",2,68,1/3,1,Staļina,"20,000",294.1176471,Emmas,10,Vecmīlgrāvis Emmas 10,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 10",2019
"Pārdodam vai mainam pret mājokli Pierīgā. Dzīvoklis ir mājīgs, Š",2,44,3/5,3,LT proj.,"58,000",1318.181818,Glūdas,2,Ķengarags Glūdas 2,Ķengarags,"Latvia, Riga, Ķengarags Glūdas 2",2019
"Pārdod plašu, saulainu 2-istabu dzīvokli Vecrīgā, Bīskapa gatvē",2,58,5/5,5,Staļina,"100,000",1724.137931,Bīskapa gāte,3,Vecrīga Bīskapa gāte 3,Vecrīga,"Latvia, Riga, Vecrīga Bīskapa gāte 3",2019
Продается светлая и уютная 2-комнатная квартира. Капитальный рем,2,49,2/2,2,P. kara,"68,000",1387.755102,Atpūtas,12,Āgenskalns Atpūtas 12,Āgenskalns,"Latvia, Riga, Āgenskalns Atpūtas 12",2019
Lieliska atrašanās vieta. Skats no loga uz Uzvaras parku un Āgen,2,47,3/5,3,Staļina,"81,000",1723.404255,Grīna bulv.,3,Āgenskalns Grīna bulv. 3,Āgenskalns,"Latvia, Riga, Āgenskalns Grīna bulv. 3",2019
Tiek pārdots plašs un pārdomāts dzīvoklis Iļģuciemā. Tas atrodas,2,46,2/3,2,Hrušč.,"48,000",1043.478261,Šauļu,2B,Iļģuciems Šauļu 2B,Iļģuciems,"Latvia, Riga, Iļģuciems Šauļu 2B",2019
"Квартира в хорошем состоянии, изолированные комнаты. Частично ме",2,38,2/5,2,LT proj.,"37,400",984.2105263,Dzirciema,43,Iļģuciems Dzirciema 43,Iļģuciems,"Latvia, Riga, Iļģuciems Dzirciema 43",2019
Продается 2-х комнатная квартира с удобствами в самом центре Сар,2,41,2/4,2,Hrušč.,"37,000",902.4390244,Sīmaņa,11/3,Sarkandaugava Sīmaņa 11/3,Sarkandaugava,"Latvia, Riga, Sarkandaugava Sīmaņa 11/3",2019
Pārdošanā 2 istabu dzīvoklis Vecrīgas sirdī. Dzīvoklis ir ļoti,2,45,3/5,3,Specpr.,"98,000",2177.777778,Skārņu,25,Vecrīga Skārņu 25,Vecrīga,"Latvia, Riga, Vecrīga Skārņu 25",2019
Pārdodu saulainu 2istabu dzīvokli. Blakus bērnudārzs un sabiedri,2,37,3/5,3,Hrušč.,"43,000",1162.162162,Ķīšezera,11a,Mežaparks Ķīšezera 11A,Mežaparks,"Latvia, Riga, Mežaparks Ķīšezera 11A",2019
"Pārdod dzīvokli jaunā renovētā namā, tuvu centram, kurš nodots",2,61,3/6,3,Renov.,"91,000",1491.803279,Katoļu,9,Maskavas priekšpilsēta Katoļu 9,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Katoļu 9",2019
"Pārdod dzīvokli, kas atrodas vienā no ērtākajām lokācijām. Sko",2,42,4/4,4,Hrušč.,"42,000",1000,Kastrānes,7,Teika Kastrānes 7,Teika,"Latvia, Riga, Teika Kastrānes 7",2019
"Pārdošanā lielisks, saulains dzīvoklis kvalitatīvajā Staļina lai",2,47,2/2,2,Staļina,"43,800",931.9148936,Brīvības,377,Teika Brīvības 377,Teika,"Latvia, Riga, Teika Brīvības 377",2019
"Pārdod nelielu mājīgu saulainu divistabu dzīvokli Purvciemā, Ier",2,46,1/5,1,LT proj.,"39,800",865.2173913,Ieriķu,29,Purvciems Ieriķu 29,Purvciems,"Latvia, Riga, Purvciems Ieriķu 29",2019
Divistabu Dzīvoklis jaunajā projektā Ziemeļblāzmas aleja. Pil,2,33,4/4,4,Renov.,"49,000",1484.848485,Emmas,28,Vecmīlgrāvis Emmas 28,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 28",2019
"Lat/rus Skaista, klusa, zaļa vieta Mežaparka centrā. Tiek p",2,51,7/12,7,Čehu pr.,"80,000",1568.627451,Ezermalas,25,Mežaparks Ezermalas 25,Mežaparks,"Latvia, Riga, Mežaparks Ezermalas 25",2019
"Izcils dzīvoklis Pārdaugavā, mūsdienīgs dizains, jauka vide, kva",2,54,2/5,2,Jaun.,"96,661",1790.018519,Dzirciema,31,Āgenskalns Dzirciema 31,Āgenskalns,"Latvia, Riga, Āgenskalns Dzirciema 31",2019
"Pārdodu 2-istabu dzīvokli labā, klusā vietā. Attīstīta infrastru",2,49,5/5,5,LT proj.,"38,000",775.5102041,Dammes,28,Imanta Dammes 28,Imanta,"Latvia, Riga, Imanta Dammes 28",2019
"Pārdod gaišu, siltu dzīvokli lieliskā stāvoklī, pēc mājas atjaun",2,54,2/5,2,Renov.,"63,000",1166.666667,Kastrānes,1,Purvciems Kastrānes 1,Purvciems,"Latvia, Riga, Purvciems Kastrānes 1",2019
"Vienreizēja iespēja nopirkt pēdējos, augstas kvalitātes dzīvokļu",2,46,1/4,1,Renov.,"80,597",1752.108696,Smiļģa,9,Āgenskalns Smiļģa 9,Āgenskalns,"Latvia, Riga, Āgenskalns Smiļģa 9",2019
Предлагается хорошая квартира в одном из лучших районов Риги - А,2,44,4/5,4,Hrušč.,"46,500",1056.818182,Dreiliņu,14,Āgenskalns Dreiliņu 14,Āgenskalns,"Latvia, Riga, Āgenskalns Dreiliņu 14",2019
"Īpašnieks pārdod 2-istabu dzīvokli. Sanitārais mezgls dalīts, ir",2,51,4/9,4,602.,"48,000",941.1764706,Varavīksnes g.,20,Purvciems Varavīksnes g. 20,Purvciems,"Latvia, Riga, Purvciems Varavīksnes g. 20",2019
Pārdošanā remontējams dzīvoklis ar 2 izolētām istabām. + Kur,2,49,1/5,1,LT proj.,"41,000",836.7346939,Kurzemes pr.,34,Imanta Kurzemes pr. 34,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 34",2019
К продаже предлагается тёплая квартира в зелёном районе. + Удо,2,49,2/9,2,467.,"45,400",926.5306122,Viestura pr.,16,Mežaparks Viestura pr. 16,Mežaparks,"Latvia, Riga, Mežaparks Viestura pr. 16",2019
"Skaistā ""Staļina"" projekta mājā Mangaļos tiek pārdots plašs 2 is",2,59,4/4,4,Staļina,"55,000",932.2033898,Ezera,9,Mangaļi Ezera 9,Mangaļi,"Latvia, Riga, Mangaļi Ezera 9",2019
Pārdodu plašu 2-istabu dzīvokli jaunajā projektā. Istabas izol,2,82,1/7,1,Jaun.,"89,000",1085.365854,Vaidavas,15/1,Purvciems Vaidavas 15/1,Purvciems,"Latvia, Riga, Purvciems Vaidavas 15/1",2019
"В тихом, спокойном месте района Ильгюциемс, владелец продаёт не",2,49,2/5,2,LT proj.,"39,990",816.122449,Bēnes,2,Iļģuciems Bēnes 2,Iļģuciems,"Latvia, Riga, Iļģuciems Bēnes 2",2019
Владелец продаёт 2-комнатную квартиру в одном из лучших новых пр,2,63,3/7,3,Jaun.,"107,000",1698.412698,Upeņu,11,Purvciems Upeņu 11,Purvciems,"Latvia, Riga, Purvciems Upeņu 11",2019
Продаётся 2х комнатная квартира на 3 этаже в центре Кенгарагса.,2,37,3/5,3,LT proj.,"30,400",821.6216216,Maskavas,250/6,Ķengarags Maskavas 250/6,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 250/6",2019
"Dzīvoklis normālā stāvoklī, silts, saulains, nav stūra, 2 lodžij",2,61,6/9,6,119.,"51,500",844.2622951,Ozolciema,18,Ziepniekkalns Ozolciema 18,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 18",2019
"Tiek pārdots saulainais dzīvoklis ""studentu"" rajonā. Bez parādie",2,39,3/5,3,Hrušč.,"33,500",858.974359,Rēznas,7,Maskavas priekšpilsēta Rēznas 7,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Rēznas 7",2019
"Saimnieks pārdot divistabu dzīvoklis 51.0 m2 ar balkonu, 9/10 st",2,51,9/10,9,Specpr.,"73,000",1431.372549,Pļavnieku,9,Pļavnieki Pļavnieku 9,Pļavnieki,"Latvia, Riga, Pļavnieki Pļavnieku 9",2019
Īpašnieks pārdod divistabu dzīvokli ar gandrīz visām mēbelēm. Dz,2,44,2/5,2,Hrušč.,"54,500",1238.636364,Alīses,6,Āgenskalns Alīses 6,Āgenskalns,"Latvia, Riga, Āgenskalns Alīses 6",2019
Квартира теплая и сухая с удачной современной планировкой. В ком,2,51,1/9,1,602.,"38,500",754.9019608,Grestes,4,Pļavnieki Grestes 4,Pļavnieki,"Latvia, Riga, Pļavnieki Grestes 4",2019
"Предлагаю к продаже 2х комнатную квартиру, рядом с зелёной зоной",2,46,1/2,1,Staļina,"15,500",336.9565217,Mildas,4a,Vecmīlgrāvis Mildas 4a,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Mildas 4a",2019
Tiek pārdots mājīgs un silts dzīvoklis jaunajā projektā ar visām,2,34,2/5,2,Jaun.,"48,500",1426.470588,Kaivas,50,Mežciems Kaivas 50,Mežciems,"Latvia, Riga, Mežciems Kaivas 50",2019
"Продаётся светлая тёплая 2-х комнатная неугловая квартира, 2 эта",2,49,2/5,2,LT proj.,"49,000",1000,Kleistu,18,Imanta Kleistu 18,Imanta,"Latvia, Riga, Imanta Kleistu 18",2019
Зделан евро ремонт. Встреная кухня. Новоя сантехника. Поменены б,2,44,1/5,1,LT proj.,"48,000",1090.909091,Maltas,15,Ķengarags Maltas 15,Ķengarags,"Latvia, Riga, Ķengarags Maltas 15",2019
Divistabu dzīvoklis jaunajā projektā Ziemeļblāzmas aleja. Dzīv,2,31,1/4,1,Renov.,"41,000",1322.580645,Emmas,28,Vecmīlgrāvis Emmas 28,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 28",2019
Divistabu Dzīvoklis jaunajā projektā Ziemeļblāzmas aleja. Pil,2,28,1/4,1,Renov.,"37,000",1321.428571,Emmas,28,Vecmīlgrāvis Emmas 28,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 28",2019
"Saulains (rīta saule) divistabu dzīvoklis, nav stūra. Dubultas i",2,57,6/9,6,119.,"51,000",894.7368421,Ozolciema,12/2,Ziepniekkalns Ozolciema 12/2,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 12/2",2019
Īpašnieks pārdod divu līmeņu Penthouse dzīvokli pretī Šmerļa mež,2,75,6/6,6,Specpr.,"69,000",920,Brīvības,361,Jugla Brīvības 361,Jugla,"Latvia, Riga, Jugla Brīvības 361",2019
Pārdod divistabu dzīvokli Iļguciema rajonā. Zeme īpašumā. Ista,2,43,3/5,3,Hrušč.,"36,000",837.2093023,Saulgožu,19,Iļģuciems Saulgožu 19,Iļģuciems,"Latvia, Riga, Iļģuciems Saulgožu 19",2019
Хозяйка продает ухоженную и уютную 2-х комнатную квартиру. С,2,51,4/9,4,602.,"59,000",1156.862745,Valdeķu,68/1,Ziepniekkalns Valdeķu 68/1,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Valdeķu 68/1",2019
Piedāvājam iegādāties jauku un mājīgu 2-istabu dzīvokli. Div,2,47,2/5,2,LT proj.,"48,000",1021.276596,Aglonas,10/3,Ķengarags Aglonas 10/3,Ķengarags,"Latvia, Riga, Ķengarags Aglonas 10/3",2019
"Piedāvājam iegādāties jauku un mājīgu 2-istabu dzīvokli, sakoptā",2,38,3/5,3,LT proj.,"41,850",1101.315789,Prūšu,73,Ķengarags Prūšu 73,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 73",2019
Pārdod siltu un saulainu dzīvokli netālu no jūras. Istabas izolē,2,46,2/5,2,Specpr.,"36,000",782.6086957,Lēpju,5,Daugavgrīva Lēpju 5,Daugavgrīva,"Latvia, Riga, Daugavgrīva Lēpju 5",2019
Tiek pārdots 2 istabu dzīvoklis. Adrese: Lidońu 16B - Dzī,2,43,1/2,1,Staļina,"48,500",1127.906977,Lidoņu,16,Iļģuciems Lidoņu 16,Iļģuciems,"Latvia, Riga, Iļģuciems Lidoņu 16",2019
"Хозяйка продаёт квартиру в Кенгарагсе. Квартира не угловая, дом",2,37,5/5,5,Specpr.,"31,000",837.8378378,Lokomotīves,20,Ķengarags Lokomotīves 20,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 20",2019
Īpašnieks pārdod 2 istabu dzīvokli Kuldīgas ielā 32. Dzīvoklis a,2,53,4/4,4,P. kara,"71,000",1339.622642,Kuldīgas,32,Āgenskalns Kuldīgas 32,Āgenskalns,"Latvia, Riga, Āgenskalns Kuldīgas 32",2019
"Продается прекрасная, светлая, уютная и теплая квартира в доме с",2,60,2/4,2,Staļina,"72,000",1200,Kalnciema,57,Āgenskalns Kalnciema 57,Āgenskalns,"Latvia, Riga, Āgenskalns Kalnciema 57",2019
Piedāvājam iegādāties lielisku divistabu dzīvokli ar pelēko apda,2,46,3/5,3,Jaun.,"53,245",1157.5,Kaivas,50/1,Mežciems Kaivas 50/1,Mežciems,"Latvia, Riga, Mežciems Kaivas 50/1",2019
Piedāvājam iegādāties lielisku divistabu dzīvokli ar pelēko apda,2,57,3/5,3,Jaun.,"64,975",1139.912281,Kaivas,50/1,Mežciems Kaivas 50/1,Mežciems,"Latvia, Riga, Mežciems Kaivas 50/1",2019
Piedāvājam iegādāties lielisku divistabu dzīvokli. Dzīvoklis a,2,60,2/5,2,Jaun.,"75,250",1254.166667,Kaivas,50/1,Mežciems Kaivas 50/1,Mežciems,"Latvia, Riga, Mežciems Kaivas 50/1",2019
Панорамный вид на город. Удобная практичная планировка - две изо,2,51,11/12,11,Čehu pr.,"43,000",843.1372549,Balvu,15,Krasta r-ns Balvu 15,Krasta r-ns,"Latvia, Riga, Krasta r-ns Balvu 15",2019
"Отличная планировка позволит разместиться как семейной паре, так",2,58,2/2,2,Specpr.,"25,500",439.6551724,Lielupes,1/3,Bolderāja Lielupes 1/3,Bolderāja,"Latvia, Riga, Bolderāja Lielupes 1/3",2019
Īpašnieks bez starpniekiem pārdod mēbelētu dzīvokli ar visu nepi,2,47,5/5,5,Hrušč.,"42,000",893.6170213,Kvēles,25,Jugla Kvēles 25,Jugla,"Latvia, Riga, Jugla Kvēles 25",2019
"Продается светлая, теплая, уютная 2-комнатная квартира на 8 этаж",2,53,8/9,8,Specpr.,"58,000",1094.339623,Vidrižu,4,Teika Vidrižu 4,Teika,"Latvia, Riga, Teika Vidrižu 4",2019
"Продаётся квартира S. Ezensteina 53, 9 этаж без ремонта, солнечн",2,46,9/9,9,602.,"37,200",808.6956522,Eizenšteina,53,Mežciems Eizenšteina 53,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 53",2019
Владелец продам 2-х комнатную квартиру на третьем этаже. Идиальн,2,48,3/9,3,467.,"58,700",1222.916667,Pūces,53,Purvciems Pūces 53,Purvciems,"Latvia, Riga, Purvciems Pūces 53",2019
"Pārdošanā mājīgs, divu istabu dzīvoklis ēkas pirmajā stāvā. Dzīv",2,52,1/2,1,Staļina,"62,000",1192.307692,Vangažu,27,Jugla Vangažu 27,Jugla,"Latvia, Riga, Jugla Vangažu 27",2019
Dz. +zeme 633m2 īpašums atrodas ostas teritorijā sikaka info pa,2,36,2/3,2,P. kara,"15,000",416.6666667,Lēdurgas,2/4,Jaunmīlgrāvis Lēdurgas 2/4,Jaunmīlgrāvis,"Latvia, Riga, Jaunmīlgrāvis Lēdurgas 2/4",2019
Продается квартира в новом проекте „Гипсовая Фабрика”. Комплекс,2,86,2/4,2,Jaun.,"255,000",2965.116279,Balasta d.,72,Ķīpsala Balasta d. 72,Ķīpsala,"Latvia, Riga, Ķīpsala Balasta d. 72",2019
Plašs 2 istabu dzīvoklis Zolitūdē. Ērts plānojums - 2 izolētas,2,60,2/10,2,119.,"56,800",946.6666667,Endzelīna,5,Zolitūde Endzelīna 5,Zolitūde,"Latvia, Riga, Zolitūde Endzelīna 5",2019
"Продается 2-х комнатная квартира на 2-ом этаже, не угловая. Треб",2,41,2/4,2,Hrušč.,"37,000",902.4390244,Nomales,7,Āgenskalns Nomales 7,Āgenskalns,"Latvia, Riga, Āgenskalns Nomales 7",2019
Продается квартира со старым но чистым ремонтом. В шаговой дос,2,45,5/5,5,LT proj.,"30,500",677.7777778,Juglas,23-18,Jugla Juglas 23-18,Jugla,"Latvia, Riga, Jugla Juglas 23-18",2019
A great opportunity to buy spasious and lovely apartment in good,2,59,2/5,2,Renov.,"207,000",3508.474576,Tirgoņu,17,Vecrīga Tirgoņu 17,Vecrīga,"Latvia, Riga, Vecrīga Tirgoņu 17",2019
"Viesistaba apvienota ar virtuvi, atsevišķa neliela guļamistaba.",2,34,3/5,3,Jaun.,"44,000",1294.117647,Kaivas 50,k-4,Mežciems Kaivas 50 k-4,Mežciems,"Latvia, Riga, Mežciems Kaivas 50 k-4",2019
"Divistabu dzīvoklis Teikā, ļoti ērtā vietā, blakus Jaunā Teika,",2,41,5/5,5,Hrušč.,"46,800",1141.463415,Ropažu,24,Teika Ropažu 24,Teika,"Latvia, Riga, Teika Ropažu 24",2019
"Gaišs, saulains 2 istabu dzīvoklis 47, 5 m2 platībā klusajā Ūnij",2,48,5/5,5,LT proj.,"42,900",893.75,Ūnijas,64,Purvciems Ūnijas 64,Purvciems,"Latvia, Riga, Purvciems Ūnijas 64",2019
"Piedāvājam iegādei labiekārtotu 2-istabu dzīvokli, 2008.gadā būv",2,38,2/3,2,Jaun.,"55,000",1447.368421,Daugavpils,8A,Maskavas priekšpilsēta Daugavpils 8A,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Daugavpils 8A",2019
"Kompakts divistabu dzīvoklis siltā, Staļina laika – mūra ēkā. Ze",2,41,2/2,2,Staļina,"28,500",695.1219512,Čiekurkalna 1. l.,54,Čiekurkalns Čiekurkalna 1. l. 54,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 1. l. 54",2019
"Labs 2-istabu dzīvoklis, kas neprasa papildus ieguldījumus lieli",2,49,9/10,9,Jaun.,"74,999",1530.591837,Ozolciema,40A,Ziepniekkalns Ozolciema 40A,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 40A",2019
"Divu istabu dzīvoklis jaunajā projektā, teicamā atrašanās vietā.",2,52,4/9,4,Jaun.,"85,000",1634.615385,Stirnu,1,Purvciems Stirnu 1,Purvciems,"Latvia, Riga, Purvciems Stirnu 1",2019
"Pārdod pilnībā mēbelētu, modernu un gaišu, divistabu dzīvokli ar",2,75,3/6,3,Jaun.,"140,000",1866.666667,Zolitūdes,75,Zolitūde Zolitūdes 75,Zolitūde,"Latvia, Riga, Zolitūde Zolitūdes 75",2019
Labāku piedāvājumu Jūs neatradīsiet. Pērciet un ievācieties jau,2,77,5/12,5,Jaun.,"109,000",1415.584416,Ropažu,12k-1,Teika Ropažu 12k-1,Teika,"Latvia, Riga, Teika Ropažu 12k-1",2019
Евроремонт. Комнаты изолированные. Окна на обе стороны дома в зе,2,46,1/5,1,LT proj.,"45,500",989.1304348,Maskavas,271,Ķengarags Maskavas 271,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 271",2019
"Pārdodu labu 2-istabu dzīvokli, pretī Dominiks centram (var redz",2,60,3/5,3,P. kara,"65,000",1083.333333,Maskavas,13,Maskavas priekšpilsēta Maskavas 13,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Maskavas 13",2019
"Pārdod 1, 5 istabas dzīvokli Teikā privātmāju rajonā Pēkšēnu iel",2,39,1/2,1,P. kara,"56,840",1457.435897,Pēkšēna,11,Teika Pēkšēna 11,Teika,"Latvia, Riga, Teika Pēkšēna 11",2019
"Продаётся 2-х комнатная квартира, приватизированная. Не угловая,",2,44,4/5,4,Hrušč.,"41,500",943.1818182,Dzelzavas,13,Purvciems Dzelzavas 13,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 13",2019
"Продается 2х комнатная квартира в пяти минутах от центра города,",2,52,2/2,2,P. kara,"42,000",807.6923077,Uzvaras bulv.,2/4a,Āgenskalns Uzvaras bulv. 2/4a,Āgenskalns,"Latvia, Riga, Āgenskalns Uzvaras bulv. 2/4a",2019
"Продаю со всей мебелью, всё как на фото. Очень хорошая, уютная к",2,41,5/6,5,Hrušč.,"42,900",1046.341463,Grīvas,9,Iļģuciems Grīvas 9,Iļģuciems,"Latvia, Riga, Iļģuciems Grīvas 9",2019
"Īpašnieks pārdod gaišu, siltu divistabu dzīvokli. Dzīvoklis sast",2,43,5/5,5,Hrušč.,"48,000",1116.27907,Alīses,8,Āgenskalns Alīses 8,Āgenskalns,"Latvia, Riga, Āgenskalns Alīses 8",2019
"Хозяин продает отличную квартиру с капитальным ремонтом, новые с",2,39,1/5,1,LT proj.,"40,000",1025.641026,Maltas,21,Ķengarags Maltas 21,Ķengarags,"Latvia, Riga, Ķengarags Maltas 21",2019
Īpašnieks pārdod mājīgu un ļoti siltu 2 - istabu studio tipa dzī,2,40,5/5,5,Hrušč.,"38,900",972.5,Vaidavas,2,Purvciems Vaidavas 2,Purvciems,"Latvia, Riga, Purvciems Vaidavas 2",2019
"Pārdod divistabu dzīvokli ar daļējām ērtībām, dzīvoklī ir auksta",2,45,1/2,1,P. kara,"15,000",333.3333333,Vienības g.,126,Ziepniekkalns Vienības g. 126,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Vienības g. 126",2019
"Plašs, ļoti gaišs un silts dzīvoklis ar 2 izolētām istabām. Logi",2,53,5/5,5,Specpr.,"41,500",783.0188679,Albatrosu,26,Mangaļsala Albatrosu 26,Mangaļsala,"Latvia, Riga, Mangaļsala Albatrosu 26",2019
"Īpašnieks pārdod renovētu, mēbelētu dzīvokli. Speciāli projektēt",2,53,1/2,1,P. kara,"62,000",1169.811321,Rendas,2,Torņakalns Rendas 2,Torņakalns,"Latvia, Riga, Torņakalns Rendas 2",2019
"Квартира в сердце Пурвциемса, проект Saules Nams, 66.5м2 жилая ф",2,67,3/4,3,Jaun.,"99,500",1485.074627,Ūnijas,74,Purvciems Ūnijas 74,Purvciems,"Latvia, Riga, Purvciems Ūnijas 74",2019
"Pārdodu divistabu dzīvokli Āgenskalnā Nometņu ielā, Yit būvētā ē",2,58,4/4,4,Jaun.,"112,500",1939.655172,Nometņu,32,Āgenskalns Nometņu 32,Āgenskalns,"Latvia, Riga, Āgenskalns Nometņu 32",2019
Ekskluzīvs dzīvoklis tuvajā Ķengaragā pie promenādes. Dzīvoklī v,2,46,1/5,1,LT proj.,"52,900",1150,Maskavas,254/1,Ķengarags Maskavas 254/1,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 254/1",2019
